,adress,city,room_type,rent,surface m2,furnish,availability,latitude,longitude,utilities,link,living_room,kitchen,shower,toilet,internet,energy_label,pets,room,geometry
662,Noorderhagen,Enschede,Room,270,20,Unfurnished,20-08-'21 - Indefinite period  22 aug '21,52.221643,6.894667,excluded,https://kamernet.nl/en/for-rent/room-enschede/noorderhagen/room-1981767,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (6.894667 52.221643)
663,Presidentstraat,Almere,Room,600,12,Furnished,01-04-'22 - Indefinite period  20 sep '21,52.375211,5.209852,included,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-1989403,Shared,Shared,Shared,Shared,Yes,C,3,1,POINT (5.209852 52.375211)
664,Jisperveldstraat,Amsterdam,Room,750,10,Furnished,31-08-'22 - Indefinite period  11 feb '21,52.39826,4.950378,included,https://kamernet.nl/en/for-rent/room-amsterdam/jisperveldstraat/room-1909443,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.950378 52.39826)
665,Badhuiskade,Amsterdam,Room,950,20,Furnished,01-12-'21 - 28-02-'22  15 jan '21,52.38523,4.905705,included,https://kamernet.nl/en/for-rent/room-amsterdam/badhuiskade/room-1899434,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.905705 52.38523)
666,Rosendaalsestraat,Arnhem,Room,475,11,Furnished,01-08-'22 - Indefinite period  02 jan '21,51.987653,5.923496,included,https://kamernet.nl/en/for-rent/room-arnhem/rosendaalsestraat/room-1893144,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.923496 51.987653)
667,Boulevard Heuvelink,Arnhem,Studio,1050,50,Unfurnished,01-05-'22 - Indefinite period  21h,51.978524,5.917244,included,https://kamernet.nl/en/for-rent/studio-arnhem/boulevard-heuvelink/studio-2034728,Own,Own,Own,Own,Yes,Unknown,By mutual agreement,2,POINT (5.917244 51.978524)
668,Oudemansstraat,Den Haag,Apartment,1250,84,Unfurnished,08-04-'22 - Indefinite period  21h,52.06188,4.326264,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/oudemansstraat/apartment-2034726,Own,Own,Own,Own,Yes,Unknown,By mutual agreement,3,POINT (4.326264 52.06188)
669,Voorstraat,Utrecht,Studio,895,22,Unfurnished,08-04-'22 - Indefinite period  21h,52.095104,5.120605,included,https://kamernet.nl/en/for-rent/studio-utrecht/voorstraat/studio-2034725,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (5.120605 52.095104)
670,Jacoba van Beierenweg,Voorhout,Room,650,30,Unfurnished,30-04-'22 - Indefinite period  21h,52.223984,4.486417,included,https://kamernet.nl/en/for-rent/room-voorhout/jacoba-van-beierenweg/room-2010965,Own,Shared,Shared,Shared,Yes,B,2,1,POINT (4.486417 52.223984)
671,Van Woustraat,Amsterdam,Room,800,27,Furnished,01-05-'22 - 22-07-'22  21h,52.352936,4.902926,included,https://kamernet.nl/en/for-rent/room-amsterdam/van-woustraat/room-2034721,Shared,Shared,Shared,Own,Yes,Unknown,4,1,POINT (4.902926 52.352936)
672,Hofstraat,Groningen,Room,349,15,Unfurnished,01-05-'22 - 01-09-'22  21h,53.221221,6.566719,excluded,https://kamernet.nl/en/for-rent/room-groningen/hofstraat/room-2034648,Shared,Shared,Shared,Shared,Unknown,Unknown,4,1,POINT (6.566719 53.221221)
673,De Werf,Monnickendam,Room,700,15,Furnished,08-04-'22 - Indefinite period  21h,52.456438,5.039175,excluded,https://kamernet.nl/en/for-rent/room-monnickendam/de-werf/room-2034723,Shared,Shared,Shared,Shared,Yes,C,1,1,POINT (5.039175 52.456438)
674,H. Wijnmalenstraat,Utrecht,Room,625,15,Unfurnished,08-04-'22 - Indefinite period  21h,52.113929,5.08123,included,https://kamernet.nl/en/for-rent/room-utrecht/h.-wijnmalenstraat/room-2034710,Unknown,Own,Shared,Shared,Unknown,Unknown,3,1,POINT (5.08123 52.113929)
675,Pontanusstraat,Amsterdam,Apartment,1500,81,Furnished,11-04-'22 - Indefinite period  21h,52.365479,4.926875,included,https://kamernet.nl/en/for-rent/apartment-amsterdam/pontanusstraat/apartment-2034717,Shared,Shared,Shared,Shared,Yes,Unknown,No,4,POINT (4.926875 52.365479)
676,Edisonstraat,Nijmegen,Room,450,14,Furnished,04-01-'22 - Indefinite period  21h,51.810513,5.840838,included,https://kamernet.nl/en/for-rent/room-nijmegen/edisonstraat/room-2034718,Shared,Shared,Shared,Shared,No,Unknown,1,1,POINT (5.840838 51.810513)
677,Davidsstraat,Rotterdam,Room,650,14,Furnished,01-05-'22 - 01-11-'22  21h,51.91521,4.450923,excluded,https://kamernet.nl/en/for-rent/room-rotterdam/davidsstraat/room-2034711,Shared,Shared,Shared,Shared,Yes,A,3,1,POINT (4.450923 51.91521)
678,Ondiep,Utrecht,Apartment,1195,45,Unfurnished,01-05-'22 - Indefinite period  21h,52.104529,5.100045,included,https://kamernet.nl/en/for-rent/apartment-utrecht/ondiep/apartment-2034704,Own,Own,Own,Own,Yes,Unknown,By mutual agreement,2,POINT (5.100045 52.104529)
679,Koning Lodewijklaan,Apeldoorn,Apartment,1000,77,Unfurnished,01-05-'22 - Indefinite period  21h,52.216634,5.945923,excluded,https://kamernet.nl/en/for-rent/apartment-apeldoorn/koning-lodewijklaan/apartment-2034748,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,4,POINT (5.945923 52.216634)
680,Kooikersdreef,Apeldoorn,Room,450,12,Furnished,04-04-'22 - Indefinite period  4d,52.19651,5.990088,included,https://kamernet.nl/en/for-rent/room-apeldoorn/kooikersdreef/room-2033842,Shared,Shared,Shared,Shared,Yes,C,1,1,POINT (5.990088 52.19651)
681,Hoofdstraat,Apeldoorn,Apartment,900,55,Unfurnished,04-04-'22 - Indefinite period  5d,52.217605,5.956751,excluded,https://kamernet.nl/en/for-rent/apartment-apeldoorn/hoofdstraat/apartment-2033767,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,3,POINT (5.956751 52.217605)
682,Arnhemseweg,Apeldoorn,Apartment,1750,140,Unfurnished,04-04-'22 - Indefinite period  5d,52.188931,5.962558,excluded,https://kamernet.nl/en/for-rent/apartment-apeldoorn/arnhemseweg/apartment-2033766,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,7,POINT (5.962558 52.188931)
683,De Hovenlaan,Apeldoorn,Apartment,1395,105,Unfurnished,04-04-'22 - Indefinite period  5d,52.210632,6.013425,excluded,https://kamernet.nl/en/for-rent/apartment-apeldoorn/de-hovenlaan/apartment-2033765,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,5,POINT (6.013425 52.210632)
684,Brinklaan,Apeldoorn,Studio,675,30,Unfurnished,01-05-'22 - Indefinite period  1w,52.21262,5.963525,included,https://kamernet.nl/en/for-rent/studio-apeldoorn/brinklaan/studio-2033264,Own,Shared,Shared,Shared,Yes,Unknown,No,1,POINT (5.963525 52.21262)
685,Deventerstraat,Apeldoorn,Room,425,17,Unfurnished,31-03-'22 - Indefinite period  1w,52.215494,5.962151,included,https://kamernet.nl/en/for-rent/room-apeldoorn/deventerstraat/room-2032884,Unknown,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (5.962151 52.215494)
686,Socratesstraat,Apeldoorn,Room,325,20,Unfurnished,31-03-'22 - Indefinite period  1w,52.224416,5.999433,included,https://kamernet.nl/en/for-rent/room-apeldoorn/socratesstraat/room-2032882,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.999433 52.224416)
687,Kervelstraat,Apeldoorn,Room,385,20,Unfurnished,31-03-'22 - Indefinite period  1w,52.219048,5.995547,included,https://kamernet.nl/en/for-rent/room-apeldoorn/kervelstraat/room-2032880,Unknown,Own,Shared,Shared,No,Unknown,3,1,POINT (5.995547 52.219048)
688,Brinklaan,Apeldoorn,Studio,600,25,Unfurnished,31-03-'22 - Indefinite period  1w,52.21262,5.963525,included,https://kamernet.nl/en/for-rent/studio-apeldoorn/brinklaan/studio-2032812,Own,Own,Shared,Shared,Yes,B,No,1,POINT (5.963525 52.21262)
689,Hamelweg,Apeldoorn,Room,345,12,Unfurnished,28-02-'22 - Indefinite period  28 Feb,52.212066,5.949394,included,https://kamernet.nl/en/for-rent/room-apeldoorn/hamelweg/room-2026497,Own,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (5.949394 52.212066)
690,Klaverweg,Apeldoorn,Room,370,16,Uncarpeted,01-07-'22 - Indefinite period  27 Feb,52.225588,6.023436,included,https://kamernet.nl/en/for-rent/room-apeldoorn/klaverweg/room-2026302,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (6.023436 52.225588)
691,Jacob Catsstraat,Delft,Room,565,26,Unfurnished,01-05-'22 - Indefinite period  New!,52.008118,4.348959,included,https://kamernet.nl/en/for-rent/room-delft/jacob-catsstraat/room-2034932,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.348959 52.008118)
692,Oosteinde,Delft,Room,300,14,Furnished,01-05-'22 - 01-10-'22  9h,52.012504,4.362926,excluded,https://kamernet.nl/en/for-rent/room-delft/oosteinde/room-2034846,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.362926 52.012504)
693,Voorstraat,Delft,Room,425,16,Furnished,17-04-'22 - 17-05-'22  12h,52.014076,4.356262,included,https://kamernet.nl/en/for-rent/room-delft/voorstraat/room-2034801,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.356262 52.014076)
694,Buitenwatersloot,Delft,Room,325,7,Unfurnished,01-05-'22 - Indefinite period  1d,52.0077,4.351651,excluded,https://kamernet.nl/en/for-rent/room-delft/buitenwatersloot/room-2034660,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.351651 52.0077)
695,Jacoba van Beierenlaan,Delft,Room,310,14,Unfurnished,01-05-'22 - 01-09-'22  2d,52.0022,4.351079,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2034589,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.351079 52.0022)
696,Piet Heinstraat,Delft,Room,314,14,Uncarpeted,25-04-'22 - Indefinite period  2d,52.005343,4.366396,included,https://kamernet.nl/en/for-rent/room-delft/piet-heinstraat/room-2034384,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.366396 52.005343)
697,Oude Delft,Delft,Room,380,16,Uncarpeted,29-04-'22 - Indefinite period  2d,52.006026,4.360231,excluded,https://kamernet.nl/en/for-rent/room-delft/oude-delft/room-2034381,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.360231 52.006026)
698,Jacoba van Beierenlaan,Delft,Room,300,12,Uncarpeted,25-04-'22 - Indefinite period  3d,52.002001,4.350617,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2034373,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.350617 52.002001)
699,Westlandseweg,Delft,Room,550,19,Furnished,06-04-'22 - 01-10-'22  3d,52.002116,4.354247,included,https://kamernet.nl/en/for-rent/room-delft/westlandseweg/room-2034355,Own,Shared,Shared,Shared,No,Unknown,3,1,POINT (4.354247 52.002116)
700,Korvezeestraat,Delft,Room,350,30,Uncarpeted,01-05-'22 - Indefinite period  3d,51.997612,4.372728,included,https://kamernet.nl/en/for-rent/room-delft/korvezeestraat/room-2034358,Shared,Shared,Own,Own,Yes,Unknown,8,1,POINT (4.372728 51.997612)
701,Ruys de Beerenbrouckstraat,Delft,Room,600,20,Furnished,01-05-'22 - 01-09-'22  3d,52.013598,4.346675,included,https://kamernet.nl/en/for-rent/room-delft/ruys-de-beerenbrouckstraat/room-2034269,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.346675 52.013598)
702,Balthasar van der Polweg,Delft,Room,465,20,Unfurnished,01-05-'22 - Indefinite period  3d,51.996089,4.372832,included,https://kamernet.nl/en/for-rent/room-delft/balthasar-van-der-polweg/room-2033185,Shared,Shared,Shared,Shared,Yes,A,3,1,POINT (4.372832 51.996089)
703,Ruys de Beerenbrouckstraat,Delft,Room,600,18,Furnished,16-05-'22 - 31-08-'22  3d,52.013598,4.346675,included,https://kamernet.nl/en/for-rent/room-delft/ruys-de-beerenbrouckstraat/room-2034249,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.346675 52.013598)
704,Vrijenbanselaan,Delft,Room,430,12,Unfurnished,01-05-'22 - Indefinite period  3d,52.022823,4.35193,included,https://kamernet.nl/en/for-rent/room-delft/vrijenbanselaan/room-2034208,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5,1,POINT (4.35193 52.022823)
705,Lagosweg,Delft,Room,670,18,Furnished,01-05-'22 - Indefinite period  3d,51.984484,4.34024,included,https://kamernet.nl/en/for-rent/room-delft/lagosweg/room-2034192,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.34024 51.984484)
706,Hendrick de Keyserweg,Delft,Room,680,18,Furnished,01-05-'22 - Indefinite period  3d,52.014256,4.37349,included,https://kamernet.nl/en/for-rent/room-delft/hendrick-de-keyserweg/room-2034191,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.37349 52.014256)
707,Van Hasseltlaan,Delft,Room,320,17,Unfurnished,26-04-'22 - Indefinite period  3d,51.98934,4.343613,included,https://kamernet.nl/en/for-rent/room-delft/van-hasseltlaan/room-2032440,Shared,Shared,Own,Own,Yes,Unknown,More than 8,1,POINT (4.343613 51.98934)
708,Oude Delft,Delft,Room,500,12,Furnished,01-07-'22 - 01-09-'22  3d,52.006439,4.359855,included,https://kamernet.nl/en/for-rent/room-delft/oude-delft/room-2034136,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.359855 52.006439)
709,Rembrandtstraat,Delft,Room,445,15,Uncarpeted,01-05-'22 - Indefinite period  4d,52.017635,4.361926,excluded,https://kamernet.nl/en/for-rent/room-delft/rembrandtstraat/room-2034088,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.361926 52.017635)
710,Simonsstraat,Delft,Room,400,14,Furnished,07-05-'22 - 09-07-'22  4d,52.007929,4.372477,included,https://kamernet.nl/en/for-rent/room-delft/simonsstraat/room-2034029,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.372477 52.007929)
711,Spoorsingel,Delft,Room,600,15,Furnished,19-04-'22 - Indefinite period  4d,52.012348,4.352052,included,https://kamernet.nl/en/for-rent/room-delft/spoorsingel/room-2034002,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (4.352052 52.012348)
712,Oude Delft,Delft,Room,330,16,Uncarpeted,15-04-'22 - 17-09-'22  4d,52.006439,4.359855,included,https://kamernet.nl/en/for-rent/room-delft/oude-delft/room-2033897,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.359855 52.006439)
713,Balthasar van der Polweg,Delft,Room,350,24,Unfurnished,12-04-'22 - Indefinite period  4d,51.996072,4.374305,excluded,https://kamernet.nl/en/for-rent/room-delft/balthasar-van-der-polweg/room-2033867,Shared,Shared,Shared,Shared,Yes,C,1,1,POINT (4.374305 51.996072)
714,Brasserskade,Delft,Room,435,16,Unfurnished,01-05-'22 - Indefinite period  4d,52.023178,4.351972,included,https://kamernet.nl/en/for-rent/room-delft/brasserskade/room-2033855,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.351972 52.023178)
715,Koornmarkt,Delft,Room,300,12,Furnished,10-05-'22 - 20-08-'22  5d,52.010168,4.358298,included,https://kamernet.nl/en/for-rent/room-delft/koornmarkt/room-2033865,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.358298 52.010168)
716,Herman Gorterhof,Delft,Room,750,21,Furnished,01-05-'22 - 01-05-'23  05 Mar,51.99363,4.357406,included,https://kamernet.nl/en/for-rent/room-delft/herman-gorterhof/room-2027768,Shared,Shared,Shared,Shared,Yes,C,5,1,POINT (4.357406 51.99363)
717,Jacoba van Beierenlaan,Delft,Room,330,13,Uncarpeted,08-05-'22 - Indefinite period  5d,52.002527,4.351783,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2033834,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.351783 52.002527)
718,Juniusstraat,Delft,Room,350,20,Unfurnished,05-05-'22 - Indefinite period  5d,51.998436,4.34601,included,https://kamernet.nl/en/for-rent/room-delft/juniusstraat/room-2033697,Shared,Shared,Shared,Shared,Yes,A,4,1,POINT (4.34601 51.998436)
719,Jacoba van Beierenlaan,Delft,Room,350,13,Furnished,10-04-'22 - 02-07-'22  5d,52.002069,4.3521,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2033666,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.3521 52.002069)
720,Hagedissingel,Delft,Room,390,40,Furnished,01-05-'22 - Indefinite period  5d,51.985035,4.361281,included,https://kamernet.nl/en/for-rent/room-delft/hagedissingel/room-2033640,Shared,Own,Own,Own,Yes,Unknown,7,2,POINT (4.361281 51.985035)
721,Oudraadtweg,Delft,Room,330,12,Uncarpeted,22-04-'22 - Indefinite period  5d,52.016155,4.369936,included,https://kamernet.nl/en/for-rent/room-delft/oudraadtweg/room-2033625,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.369936 52.016155)
722,Hagedissingel,Delft,Room,390,40,Furnished,01-05-'22 - Indefinite period  5d,51.985035,4.361281,included,https://kamernet.nl/en/for-rent/room-delft/hagedissingel/room-2033652,Shared,Own,Own,Own,Yes,Unknown,7,2,POINT (4.361281 51.985035)
723,Koornmarkt,Delft,Room,615,30,Furnished,01-05-'22 - 16-08-'22  5d,52.009619,4.358705,included,https://kamernet.nl/en/for-rent/room-delft/koornmarkt/room-2033544,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.358705 52.009619)
724,Balthasar van der Polweg,Delft,Room,450,20,Uncarpeted,15-04-'22 - Indefinite period  6d,51.996089,4.372832,included,https://kamernet.nl/en/for-rent/room-delft/balthasar-van-der-polweg/room-2033524,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.372832 51.996089)
725,Jacoba van Beierenlaan,Delft,Room,330,12,Uncarpeted,01-05-'22 - 01-09-'22  6d,52.001908,4.351728,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2033483,Shared,Shared,Shared,Shared,Yes,G,More than 8,1,POINT (4.351728 52.001908)
726,Stieltjesweg,Delft,Room,560,18,Furnished,15-04-'22 - 25-07-'22  6d,52.00043,4.376704,included,https://kamernet.nl/en/for-rent/room-delft/stieltjesweg/room-2033489,Shared,Shared,Own,Own,Yes,Unknown,7,1,POINT (4.376704 52.00043)
727,Simonsstraat,Delft,Room,300,6,Furnished,15-04-'22 - Indefinite period  6d,52.008377,4.373598,included,https://kamernet.nl/en/for-rent/room-delft/simonsstraat/room-2033461,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.373598 52.008377)
728,Isaak Hoornbeekstraat,Delft,Room,435,13,Furnished,01-05-'22 - 31-08-'22  6d,52.007738,4.347755,included,https://kamernet.nl/en/for-rent/room-delft/isaak-hoornbeekstraat/room-2033426,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.347755 52.007738)
729,Poortweg,Delft,Room,182,7,Unfurnished,03-04-'22 - Indefinite period  6d,52.009957,4.376611,included,https://kamernet.nl/en/for-rent/room-delft/poortweg/room-2033445,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.376611 52.009957)
730,Kalfjeslaan,Delft,Room,524,17,Furnished,01-05-'22 - Indefinite period  7d,51.987311,4.358519,included,https://kamernet.nl/en/for-rent/room-delft/kalfjeslaan/room-2033359,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.358519 51.987311)
731,Aart van der Leeuwlaan,Delft,Room,455,23,Uncarpeted,02-04-'22 - Indefinite period  7d,51.993091,4.351559,included,https://kamernet.nl/en/for-rent/room-delft/aart-van-der-leeuwlaan/room-2033378,Shared,Shared,Own,Own,Yes,Unknown,More than 8,1,POINT (4.351559 51.993091)
732,Louis Couperuslaan,Delft,Room,435,16,Furnished,25-04-'22 - 25-07-'22  1w,51.992285,4.36213,included,https://kamernet.nl/en/for-rent/room-delft/louis-couperuslaan/room-2033354,Shared,Shared,Unknown,Shared,Yes,Unknown,2,1,POINT (4.36213 51.992285)
733,Bikolaan,Delft,Room,450,14,Unfurnished,01-04-'22 - 30-09-'22  1w,51.98134,4.344822,included,https://kamernet.nl/en/for-rent/room-delft/bikolaan/room-2033216,Own,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.344822 51.98134)
734,E. du Perronlaan,Delft,Room,340,20,Uncarpeted,01-05-'22 - Indefinite period  1w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2033206,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.352954 51.99601)
735,Westlandseweg,Delft,Room,550,19,Furnished,01-04-'22 - 01-10-'22  1w,52.002116,4.354247,included,https://kamernet.nl/en/for-rent/room-delft/westlandseweg/room-2033121,Shared,Shared,Shared,Shared,No,Unknown,3,1,POINT (4.354247 52.002116)
736,Lange Geer,Delft,Room,316,10,Uncarpeted,01-04-'22 - Indefinite period  1w,52.007715,4.360572,included,https://kamernet.nl/en/for-rent/room-delft/lange-geer/room-2033115,Unknown,Own,Shared,Shared,No,Unknown,3,1,POINT (4.360572 52.007715)
737,Ruys de Beerenbrouckstraat,Delft,Room,500,18,Unfurnished,10-05-'22 - 31-08-'22  1w,52.013598,4.346675,included,https://kamernet.nl/en/for-rent/room-delft/ruys-de-beerenbrouckstraat/room-2032956,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.346675 52.013598)
738,Jacoba van Beierenlaan,Delft,Room,320,14,Uncarpeted,10-04-'22 - 09-09-'22  1w,52.001908,4.351728,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2033062,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.351728 52.001908)
739,Stalpaert van der Wieleweg,Delft,Room,420,15,Furnished,27-04-'22 - 31-05-'22  1w,52.011887,4.369132,included,https://kamernet.nl/en/for-rent/room-delft/stalpaert-van-der-wieleweg/room-2032583,Unknown,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.369132 52.011887)
740,E. du Perronlaan,Delft,Room,330,20,Uncarpeted,30-04-'22 - Indefinite period  1w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2032961,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.352954 51.99601)
741,Nieuwe Langendijk,Delft,Room,370,8,Unfurnished,01-04-'22 - Indefinite period  1w,52.013283,4.363545,included,https://kamernet.nl/en/for-rent/room-delft/nieuwe-langendijk/room-2032897,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.363545 52.013283)
742,Markt,Delft,Room,605,16,Unfurnished,01-05-'22 - Indefinite period  1w,52.011255,4.358183,included,https://kamernet.nl/en/for-rent/room-delft/markt/room-2032786,Unknown,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (4.358183 52.011255)
743,Prins Mauritsstraat,Delft,Room,330,13,Unfurnished,01-05-'22 - Indefinite period  1w,52.009204,4.372954,included,https://kamernet.nl/en/for-rent/room-delft/prins-mauritsstraat/room-2032724,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.372954 52.009204)
744,Oude Delft,Delft,Room,350,16,Unfurnished,30-03-'22 - 31-08-'22  1w,52.006439,4.359855,included,https://kamernet.nl/en/for-rent/room-delft/oude-delft/room-2032669,Shared,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.359855 52.006439)
745,Multatuliweg,Delft,Room,380,7,Furnished,14-04-'22 - Indefinite period  1w,51.995339,4.358319,excluded,https://kamernet.nl/en/for-rent/room-delft/multatuliweg/room-2032611,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.358319 51.995339)
746,Roland Holstlaan,Delft,Room,371,10,Uncarpeted,28-03-'22 - Indefinite period  2w,51.992262,4.355873,included,https://kamernet.nl/en/for-rent/room-delft/roland-holstlaan/room-2032198,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.355873 51.992262)
747,Hugo de Grootstraat,Delft,Room,390,15,Unfurnished,01-05-'22 - Indefinite period  2w,52.009911,4.353872,included,https://kamernet.nl/en/for-rent/room-delft/hugo-de-grootstraat/room-2032547,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.353872 52.009911)
748,Voorstraat,Delft,Room,260,14,Unfurnished,15-04-'22 - 01-09-'22  2w,52.014911,4.354511,included,https://kamernet.nl/en/for-rent/room-delft/voorstraat/room-2032525,Shared,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.354511 52.014911)
749,Prins Mauritsstraat,Delft,Room,383,8,Unfurnished,01-04-'22 - 30-09-'22  2w,52.009204,4.372954,included,https://kamernet.nl/en/for-rent/room-delft/prins-mauritsstraat/room-2032497,Unknown,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.372954 52.009204)
750,Voorstraat,Delft,Room,500,17,Furnished,16-05-'22 - 25-06-'22  2w,52.014911,4.354511,included,https://kamernet.nl/en/for-rent/room-delft/voorstraat/room-2032444,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.354511 52.014911)
751,Gandhilaan,Delft,Apartment,1250,77,Furnished,24-06-'22 - 31-08-'22  2w,51.980903,4.349183,excluded,https://kamernet.nl/en/for-rent/apartment-delft/gandhilaan/apartment-2032412,Own,Own,Own,Own,Yes,C,No,3,POINT (4.349183 51.980903)
752,Groenlandselaan,Delft,Room,180,6,Uncarpeted,01-05-'22 - 30-11-'23  2w,52.013726,4.366611,excluded,https://kamernet.nl/en/for-rent/room-delft/groenlandselaan/room-2032406,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.366611 52.013726)
753,Nieuwe Schoolstraat,Delft,Room,376,11,Uncarpeted,23-04-'22 - Indefinite period  2w,52.006807,4.354971,included,https://kamernet.nl/en/for-rent/room-delft/nieuwe-schoolstraat/room-2032388,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.354971 52.006807)
754,Oudraadtweg,Delft,Room,320,13,Uncarpeted,10-04-'22 - Indefinite period  2w,52.016155,4.369936,included,https://kamernet.nl/en/for-rent/room-delft/oudraadtweg/room-2032296,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.369936 52.016155)
755,Stille Putten,Delft,Room,325,10,Unfurnished,01-04-'22 - Indefinite period  2w,52.011848,4.372792,included,https://kamernet.nl/en/for-rent/room-delft/stille-putten/room-2032250,Own,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.372792 52.011848)
756,E. du Perronlaan,Delft,Room,330,18,Uncarpeted,13-04-'22 - Indefinite period  2w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2032226,Shared,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.352954 51.99601)
757,Roland Holstlaan,Delft,Room,450,9,Furnished,01-04-'22 - Indefinite period  2w,51.990197,4.357142,included,https://kamernet.nl/en/for-rent/room-delft/roland-holstlaan/room-2032215,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.357142 51.990197)
